event_id;event;country;source_tz;local_dt;source;period_label;impact;notes;source_url;retrieved_at_utc
US_FOMC_INTEREST_RATE_DECISION_2018-06-13;FOMC Interest Rate Decision;US;America/New_York;2018-06-13T14:00;Federal Reserve;2018-06;high;;https://www.federalreserve.gov/newsevents/pressreleases/monetary20180613a.htm;2025-09-10T07:39Z
US_FOMC_STATEMENT_2018-06-13;FOMC Statement;US;America/New_York;2018-06-13T14:00;Federal Reserve;2018-06;high;;https://www.federalreserve.gov/newsevents/pressreleases/monetary20180613a.htm;2025-09-10T07:39Z
US_FOMC_PRESS_CONFERENCE_2018-06-13;FOMC Press Conference;US;America/New_York;2018-06-13T14:30;Federal Reserve;2018-06;high;;https://www.federalreserve.gov/monetarypolicy/fomcpresconf20180613.htm;2025-09-10T07:39Z
US_NFP_2018-07-06;Employment Situation (NFP);US;America/New_York;2018-07-06T08:30;Bureau of Labor Statistics;2018-07;high;;https://www.bls.gov/schedule/2018/home.htm;2025-09-10T07:39Z
US_FOMC_INTEREST_RATE_DECISION_2018-08-01;FOMC Interest Rate Decision;US;America/New_York;2018-08-01T14:00;Federal Reserve;2018-08;high;;https://www.federalreserve.gov/newsevents/pressreleases/monetary20180801a.htm;2025-09-10T07:39Z
US_FOMC_STATEMENT_2018-08-01;FOMC Statement;US;America/New_York;2018-08-01T14:00;Federal Reserve;2018-08;high;;https://www.federalreserve.gov/newsevents/pressreleases/monetary20180801a.htm;2025-09-10T07:39Z
US_NFP_2018-08-03;Employment Situation (NFP);US;America/New_York;2018-08-03T08:30;Bureau of Labor Statistics;2018-08;high;;https://www.bls.gov/schedule/2018/home.htm;2025-09-10T07:39Z
US_NFP_2018-09-07;Employment Situation (NFP);US;America/New_York;2018-09-07T08:30;Bureau of Labor Statistics;2018-09;high;;https://www.bls.gov/schedule/2018/home.htm;2025-09-10T07:39Z
US_FOMC_INTEREST_RATE_DECISION_2018-09-26;FOMC Interest Rate Decision;US;America/New_York;2018-09-26T14:00;Federal Reserve;2018-09;high;;https://www.federalreserve.gov/newsevents/pressreleases/monetary20180926a.htm;2025-09-10T07:39Z
US_FOMC_STATEMENT_2018-09-26;FOMC Statement;US;America/New_York;2018-09-26T14:00;Federal Reserve;2018-09;high;;https://www.federalreserve.gov/newsevents/pressreleases/monetary20180926a.htm;2025-09-10T07:39Z
US_FOMC_PRESS_CONFERENCE_2018-09-26;FOMC Press Conference;US;America/New_York;2018-09-26T14:30;Federal Reserve;2018-09;high;;https://www.federalreserve.gov/monetarypolicy/fomcpresconf20180926.htm;2025-09-10T07:39Z
US_NFP_2018-10-05;Employment Situation (NFP);US;America/New_York;2018-10-05T08:30;Bureau of Labor Statistics;2018-10;high;;https://www.bls.gov/schedule/2018/home.htm;2025-09-10T07:39Z
US_NFP_2018-11-02;Employment Situation (NFP);US;America/New_York;2018-11-02T08:30;Bureau of Labor Statistics;2018-11;high;;https://www.bls.gov/schedule/2018/home.htm;2025-09-10T07:39Z
US_FOMC_INTEREST_RATE_DECISION_2018-11-08;FOMC Interest Rate Decision;US;America/New_York;2018-11-08T14:00;Federal Reserve;2018-11;high;;https://www.federalreserve.gov/newsevents/pressreleases/monetary20181108a.htm;2025-09-10T07:39Z
US_FOMC_STATEMENT_2018-11-08;FOMC Statement;US;America/New_York;2018-11-08T14:00;Federal Reserve;2018-11;high;;https://www.federalreserve.gov/newsevents/pressreleases/monetary20181108a.htm;2025-09-10T07:39Z
US_NFP_2018-12-07;Employment Situation (NFP);US;America/New_York;2018-12-07T08:30;Bureau of Labor Statistics;2018-12;high;;https://www.bls.gov/schedule/2018/home.htm;2025-09-10T07:39Z
US_FOMC_INTEREST_RATE_DECISION_2018-12-19;FOMC Interest Rate Decision;US;America/New_York;2018-12-19T14:00;Federal Reserve;2018-12;high;;https://www.federalreserve.gov/newsevents/pressreleases/monetary20181219a.htm;2025-09-10T07:39Z
US_FOMC_STATEMENT_2018-12-19;FOMC Statement;US;America/New_York;2018-12-19T14:00;Federal Reserve;2018-12;high;;https://www.federalreserve.gov/newsevents/pressreleases/monetary20181219a.htm;2025-09-10T07:39Z
US_FOMC_PRESS_CONFERENCE_2018-12-19;FOMC Press Conference;US;America/New_York;2018-12-19T14:30;Federal Reserve;2018-12;high;;https://www.federalreserve.gov/monetarypolicy/fomcpresconf20181219.htm;2025-09-10T07:39Z
US_ISM_MANUFACTURING_PMI_2018-01-02;ISM Manufacturing PMI;US;America/New_York;2018-01-03T10:00;Institute for Supply Management;2018-01;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T07:54Z
US_ISM_SERVICES_PMI_2018-01-04;ISM Services PMI;US;America/New_York;2018-01-04T10:00;Institute for Supply Management;2018-01;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T07:54Z
US_PPI_2018-01-11;Producer Price Index (PPI);US;America/New_York;2018-01-11T08:30;U.S. Bureau of Labor Statistics;2018-01;high;;https://www.bls.gov/ppi/news-release/historical-release-dates-for-the-producer-price-index.pdf;2025-09-10T07:54Z
US_GDP_2018-01-26;Gross Domestic Product (GDP);US;America/New_York;2018-01-26T08:30;Bureau of Economic Analysis;2018-01;high;;https://www.bea.gov/news/2018/gross-domestic-product-4th-quarter-and-annual-2017-advance-estimate;2025-09-10T07:54Z
US_ISM_MANUFACTURING_PMI_2018-02-01;ISM Manufacturing PMI;US;America/New_York;2018-02-01T10:00;Institute for Supply Management;2018-02;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T07:54Z
US_ISM_SERVICES_PMI_2018-02-05;ISM Services PMI;US;America/New_York;2018-02-05T10:00;Institute for Supply Management;2018-02;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T07:54Z
US_PPI_2018-02-15;Producer Price Index (PPI);US;America/New_York;2018-02-15T08:30;U.S. Bureau of Labor Statistics;2018-02;high;;https://www.bls.gov/ppi/news-release/historical-release-dates-for-the-producer-price-index.pdf;2025-09-10T07:54Z
US_GDP_2018-02-28;Gross Domestic Product (GDP);US;America/New_York;2018-02-28T08:30;Bureau of Economic Analysis;2018-02;high;;https://www.bea.gov/news/2018/gross-domestic-product-4th-quarter-and-annual-2017-second-estimate;2025-09-10T07:54Z
US_ISM_MANUFACTURING_PMI_2018-03-01;ISM Manufacturing PMI;US;America/New_York;2018-03-01T10:00;Institute for Supply Management;2018-03;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T07:54Z
US_ISM_SERVICES_PMI_2018-03-05;ISM Services PMI;US;America/New_York;2018-03-05T10:00;Institute for Supply Management;2018-03;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T07:54Z
US_PPI_2018-03-14;Producer Price Index (PPI);US;America/New_York;2018-03-14T08:30;U.S. Bureau of Labor Statistics;2018-03;high;;https://www.bls.gov/ppi/news-release/historical-release-dates-for-the-producer-price-index.pdf;2025-09-10T07:54Z
US_GDP_2018-03-28;Gross Domestic Product (GDP);US;America/New_York;2018-03-28T08:30;Bureau of Economic Analysis;2018-03;high;;https://www.bea.gov/sites/default/files/2018-03/gdp4q17_3rd.pdf;2025-09-10T07:54Z
US_ISM_MANUFACTURING_PMI_2018-04-02;ISM Manufacturing PMI;US;America/New_York;2018-04-02T10:00;Institute for Supply Management;2018-04;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T07:54Z
US_ISM_SERVICES_PMI_2018-04-04;ISM Services PMI;US;America/New_York;2018-04-04T10:00;Institute for Supply Management;2018-04;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T07:54Z
US_PPI_2018-04-10;Producer Price Index (PPI);US;America/New_York;2018-04-10T08:30;U.S. Bureau of Labor Statistics;2018-04;high;;https://www.bls.gov/ppi/news-release/historical-release-dates-for-the-producer-price-index.pdf;2025-09-10T07:54Z
US_GDP_2018-04-27;Gross Domestic Product (GDP);US;America/New_York;2018-04-27T08:30;Bureau of Economic Analysis;2018-04;high;;https://www.bea.gov/news/2018/gross-domestic-product-1st-quarter-2018-advance-estimate;2025-09-10T07:54Z
US_ISM_MANUFACTURING_PMI_2018-05-01;ISM Manufacturing PMI;US;America/New_York;2018-05-01T10:00;Institute for Supply Management;2018-05;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T07:54Z
US_ISM_SERVICES_PMI_2018-05-03;ISM Services PMI;US;America/New_York;2018-05-03T10:00;Institute for Supply Management;2018-05;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T07:54Z
US_PPI_2018-05-09;Producer Price Index (PPI);US;America/New_York;2018-05-09T08:30;U.S. Bureau of Labor Statistics;2018-05;high;;https://www.bls.gov/ppi/news-release/historical-release-dates-for-the-producer-price-index.pdf;2025-09-10T07:54Z
US_GDP_2018-05-30;Gross Domestic Product (GDP);US;America/New_York;2018-05-30T08:30;Bureau of Economic Analysis;2018-05;high;;https://www.bea.gov/news/2018/gross-domestic-product-1st-quarter-2018-second-estimate-corporate-profits-1st-quarter;2025-09-10T07:54Z
US_ISM_MANUFACTURING_PMI_2018-06-01;ISM Manufacturing PMI;US;America/New_York;2018-06-01T10:00;Institute for Supply Management;2018-06;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T07:54Z
US_ISM_SERVICES_PMI_2018-06-05;ISM Services PMI;US;America/New_York;2018-06-05T10:00;Institute for Supply Management;2018-06;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T07:54Z
US_PPI_2018-06-13;Producer Price Index (PPI);US;America/New_York;2018-06-13T08:30;U.S. Bureau of Labor Statistics;2018-06;high;;https://www.bls.gov/ppi/news-release/historical-release-dates-for-the-producer-price-index.pdf;2025-09-10T07:54Z
US_GDP_2018-06-28;Gross Domestic Product (GDP);US;America/New_York;2018-06-28T08:30;Bureau of Economic Analysis;2018-06;high;;https://www.bea.gov/news/2018/gross-domestic-product-1st-quarter-2018-third-estimate-corporate-profits-1st-quarter-2018;2025-09-10T07:54Z
US_ISM_MANUFACTURING_PMI_2018-07-02;ISM Manufacturing PMI;US;America/New_York;2018-07-02T10:00;Institute for Supply Management;2018-07;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T07:54Z
US_ISM_SERVICES_PMI_2018-07-05;ISM Services PMI;US;America/New_York;2018-07-05T10:00;Institute for Supply Management;2018-07;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T07:54Z
US_PPI_2018-07-11;Producer Price Index (PPI);US;America/New_York;2018-07-11T08:30;U.S. Bureau of Labor Statistics;2018-07;high;;https://www.bls.gov/ppi/news-release/historical-release-dates-for-the-producer-price-index.pdf;2025-09-10T07:54Z
US_GDP_2018-07-27;Gross Domestic Product (GDP);US;America/New_York;2018-07-27T08:30;Bureau of Economic Analysis;2018-07;high;;https://www.bea.gov/news/2018/gross-domestic-product-2nd-quarter-2018-advance-estimate-and-comprehensive-update;2025-09-10T07:54Z
US_ISM_MANUFACTURING_PMI_2018-08-01;ISM Manufacturing PMI;US;America/New_York;2018-08-01T10:00;Institute for Supply Management;2018-08;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T07:54Z
US_ISM_SERVICES_PMI_2018-08-03;ISM Services PMI;US;America/New_York;2018-08-03T10:00;Institute for Supply Management;2018-08;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T07:54Z
US_PPI_2018-08-09;Producer Price Index (PPI);US;America/New_York;2018-08-09T08:30;U.S. Bureau of Labor Statistics;2018-08;high;;https://www.bls.gov/ppi/news-release/historical-release-dates-for-the-producer-price-index.pdf;2025-09-10T07:54Z
US_GDP_2018-08-29;Gross Domestic Product (GDP);US;America/New_York;2018-08-29T08:30;Bureau of Economic Analysis;2018-08;high;;https://www.bea.gov/news/2018/gross-domestic-product-2nd-quarter-2018-second-estimate-corporate-profits-2nd-quarter;2025-09-10T07:54Z
US_ISM_MANUFACTURING_PMI_2018-09-04;ISM Manufacturing PMI;US;America/New_York;2018-09-04T10:00;Institute for Supply Management;2018-09;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T07:54Z
US_ISM_SERVICES_PMI_2018-09-06;ISM Services PMI;US;America/New_York;2018-09-06T10:00;Institute for Supply Management;2018-09;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T07:54Z
US_PPI_2018-09-12;Producer Price Index (PPI);US;America/New_York;2018-09-12T08:30;U.S. Bureau of Labor Statistics;2018-09;high;;https://www.bls.gov/ppi/news-release/historical-release-dates-for-the-producer-price-index.pdf;2025-09-10T07:54Z
US_GDP_2018-09-27;Gross Domestic Product (GDP);US;America/New_York;2018-09-27T08:30;Bureau of Economic Analysis;2018-09;high;;https://www.bea.gov/news/2018/gross-domestic-product-2nd-quarter-2018-third-estimate-corporate-profits-2nd-quarter-2018;2025-09-10T07:54Z
US_ISM_MANUFACTURING_PMI_2018-10-01;ISM Manufacturing PMI;US;America/New_York;2018-10-01T10:00;Institute for Supply Management;2018-10;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T07:54Z
US_ISM_SERVICES_PMI_2018-10-03;ISM Services PMI;US;America/New_York;2018-10-03T10:00;Institute for Supply Management;2018-10;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T07:54Z
US_PPI_2018-10-10;Producer Price Index (PPI);US;America/New_York;2018-10-10T08:30;U.S. Bureau of Labor Statistics;2018-10;high;;https://www.bls.gov/ppi/news-release/historical-release-dates-for-the-producer-price-index.pdf;2025-09-10T07:54Z
US_GDP_2018-10-26;Gross Domestic Product (GDP);US;America/New_York;2018-10-26T08:30;Bureau of Economic Analysis;2018-10;high;;https://www.bea.gov/news/2018/gross-domestic-product-3rd-quarter-2018-advance-estimate;2025-09-10T07:54Z
US_ISM_MANUFACTURING_PMI_2018-11-01;ISM Manufacturing PMI;US;America/New_York;2018-11-01T10:00;Institute for Supply Management;2018-11;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T07:54Z
US_ISM_SERVICES_PMI_2018-11-05;ISM Services PMI;US;America/New_York;2018-11-05T10:00;Institute for Supply Management;2018-11;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T07:54Z
US_PPI_2018-11-09;Producer Price Index (PPI);US;America/New_York;2018-11-09T08:30;U.S. Bureau of Labor Statistics;2018-11;high;;https://www.bls.gov/ppi/news-release/historical-release-dates-for-the-producer-price-index.pdf;2025-09-10T07:54Z
US_GDP_2018-11-28;Gross Domestic Product (GDP);US;America/New_York;2018-11-28T08:30;Bureau of Economic Analysis;2018-11;high;;https://www.bea.gov/news/2018/gross-domestic-product-3rd-quarter-2018-second-estimate-corporate-profits-3rd-quarter;2025-09-10T07:54Z
US_ISM_MANUFACTURING_PMI_2018-12-03;ISM Manufacturing PMI;US;America/New_York;2018-12-03T10:00;Institute for Supply Management;2018-12;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T07:54Z
